corpName,stockCode,corpCode
금양,001570,00106119
사조대림,003960,00109718
헬릭스미스,084990,00359395
알로이스,297570,01309795
오파스넷,173130,00867849
한화시스템,272210,00339391
부국증권,001270,00123772
농심홀딩스,072710,00459871
제이웨이,058420,00359474
에이엔피,015260,00143314
우진플라임,049800,00303217
경인전자,009140,00102140
조흥,002600,00149345
서흥,008490,00131692
남화토건,091590,00108001
서암기계공업,100660,00166528
큐캐피탈,016600,00267942
세진중공업,075580,00415628
엔에이치엔,181710,00983271
하나금융15호스팩,341160,01416457
토니모리,214420,00816544
안지오랩,251280,01115044
이마트,139480,00872984
바이오빌,065940,00155382
디앤씨미디어,263720,01186404
에스제이케이,080440,00366793
대호에이엘,069460,00428729
케이프,064820,00152437
엘엠에스,073110,00494218
제이에스코퍼레이션,194370,00332927
펌텍코리아,251970,00761059
동구바이오제약,006620,00114686
동원시스템즈,014820,00132637
케이아이엔엑스,093320,00603348
우진,105840,00173944
아퓨어스,149300,00578130
파인테크닉스,106240,00755739
지역난방공사,071320,00159698
동양생명,082640,00117267
큐엠씨,136660,00816696
주성엔지니어링,036930,00252135
한주금속,198940,00156600
엠에스씨,009780,00121154
에이리츠,140910,00860730
헝셩그룹,900270,01160512
엔피디,198080,00876643
진코스텍,250030,01158632
이더블유케이,258610,00961507
나이스디앤비,130580,00606293
포티스,141020,00812362
우신시스템,017370,00142883
현대리바트,079430,00300548
알엔투테크놀로지,148250,00915508
보라티알,250000,01124680
한국큐빅,021650,00160010
하나금융지주,086790,00547583
애경유화,161000,00936787
NE능률,053290,00363927
애니플러스,310200,01335578
한국파마,032300,00187770
네오셈,253590,01170865
엔젠바이오,354200,01397903
KMH하이텍,052900,00276834
이앤에치,341310,01337017
푸드나무,290720,01259311
세아특수강,019440,00133991
제이엔케이히터,126880,00442154
티비에이치글로벌,084870,00409672
YW,051390,00296263
바텍,043150,00264255
린드먼아시아,277070,00616962
대선조선,031990,00110307
이엠넷,123570,00616290
모다,149940,00757816
이원컴포텍,088290,00409140
알에프텍,061040,00309831
이도바이오,336040,01118139
삼천리자전거,024950,00128607
자이에스앤디,317400,00367844
엔케이맥스,182400,00977650
이엠코리아,095190,00526951
바른전자,064520,00370255
원풍물산,008290,00144021
와이즈버즈,273060,01236532
사조오양,006090,00141875
넥스트아이,137940,00614593
신텍,099660,00599887
대웅,003090,00111810
리드,197210,00601641
제낙스,065620,00201788
일신바이오,068330,00385415
경보제약,214390,00101664
우성아이비,194610,01011562
셀트리온제약,068760,00541349
현대공업,170030,00164502
우양,103840,00486875
까뮤이앤씨,013700,00129420
젬백스지오,041590,00297448
인터코스,240340,01117592
성안,011300,00132868
텔레필드,091440,00560122
제일파마홀딩스,002620,00148443
리노스,039980,00369213
지엘팜텍,204840,01042359
상보,027580,00129615
KH바텍,060720,00378628
액션스퀘어,205500,01042429
웨이브일렉트로,095270,00526696
유아이엘,049520,00256380
한라IMS,092460,00528515
한샘,009240,00161693
유틸렉스,263050,01110678
제이준코스메틱,025620,00136776
케이맥,043290,00297961
셀바스AI,108860,00666064
제너셈,217190,00666204
선도전기,007610,00131939
브이티지엠피,018290,00150165
한국정보인증,053300,00306454
캠시스,050110,00330044
위닉스,044340,00293886
예림당,036000,00259934
우성사료,006980,00142661
파인디앤씨,049120,00350020
코디엠,224060,00530413
스튜디오산타클로스,204630,01046203
코나아이,052400,00349732
휴벡셀,212310,01085442
고려산업,002140,00102751
NEW,160550,00974927
제테마,216080,01222867
웅진에너지,103130,00609485
현대비앤지스틸,004560,00125743
금호전기,001210,00106395
한국코퍼레이션,050540,00302078
지니뮤직,043610,00223762
SG세계물산,004060,00133511
가비아,079940,00506294
파이오링크,170790,00492353
JW중외제약,001060,00149947
정산애강,022220,00140061
컴퍼니케이,307930,00598198
IBKS제13호스팩,351340,01440481
디에스케이,109740,00530121
대유에이피,290120,01182578
엔솔바이오사이언스,140610,01018802
AK홀딩스,006840,00125080
대아티아이,045390,00318316
로체시스템즈,071280,00363486
엠에프엠코리아,323230,01384477
백광산업,001340,00122472
디스플레이텍,066670,00371740
코람코에너지리츠,357120,01430475
영림원소프트랩,060850,00532129
와이지엔터테인먼트,122870,00613318
한국비엔씨,256840,01179617
노드메이슨,317860,01328170
서남,294630,00867973
팅크웨어,084730,00438036
위노바,039790,00261735
휠라홀딩스,081660,00195229
그린케미칼,083420,00454946
디씨엠,024090,00177199
에스트라,016570,00154392
일신방직,003200,00146269
우림기계,101170,00567222
판도라티비,202960,00541862
대현,016090,00113614
슈피겐코리아,192440,00917861
NH프라임리츠,338100,01391033
대한과학,131220,00608316
IBKS제12호스팩,335870,01405585
상상인이안1호스팩,307870,01326792
더콘텐츠온,302920,00991225
세기리텍,199870,00929778
엠씨넥스,097520,00564562
웹스,196700,00864338
씨에스윈드,112610,00670340
윌비스,008600,00104999
디티앤씨,187220,00675594
메드팩토,235980,01336373
쌍용건설,012650,00138206
이리츠코크렙,088260,00544452
디알텍,214680,01062867
상상인이안제2호스팩,329560,01390876
다이오진,271850,01163050
줌인터넷,239340,01128622
KC코트렐,119650,00797364
청광건설,140290,00599489
엠케이전자,033160,00121686
태경비케이,014580,00122481
머큐리,100590,00364740
한국기업평가,034950,00156956
세하,027970,00133706
하이제5호스팩,340120,01414370
케이디켐,221980,00370918
일진홀딩스,015860,00146649
대백저축은행,026970,00110060
오킨스전자,080580,00543107
키이스트,054780,00353762
에코캡,128540,00870481
생고뱅코리아홀딩스,002000,00159005
엘컴텍,037950,00242712
디지털대성,068930,00398808
한국콜마홀딩스,024720,00203290
메타바이오메드,059210,00317681
태웅로직스,124560,00562245
성보화학,003080,00132725
엠소닉,008120,00124577
엘아이에스,138690,00670085
지디,155960,00676122
아비코전자,036010,00138598
와이엠티,251370,00602172
지에스엔텍,037640,00248053
이노테라피,246960,01110182
사조씨푸드,014710,00124780
건영,012720,00100957
넷마블,251270,00904672
국민은행,060000,00386937
코아시아옵틱스,196450,01031502
뷰노,338220,01344202
푸드웰,005670,00165103
브리지텍,064480,00359076
비엔에프코퍼레이션,271780,01221947
전진바이오팜,110020,00632793
하츠,066130,00221728
한국카본,017960,00159795
바이넥스,053030,00216027
에이피티씨,089970,00544577
동방,004140,00115287
벽산,007210,00122898
큐로,015590,00108746
인성정보,033230,00229021
쎄미시스코,136510,00763358
케어룸의료산업,327970,01344752
리더스 기술투자,019570,00110750
신일전자,002700,00173698
GKL,114090,00557508
제룡산업,147830,00899556
LG헬로비전,037560,00222532
성창오토텍,080470,00486370
위지윅스튜디오,299900,01276327
데이드림엔터,348840,01343735
에이원알폼,234070,00614089
케이비17호스팩,317030,01351114
에스제이켐,217910,01139497
나스미디어,089600,00486097
서희건설,035890,00219848
센코,347000,01023318
엘앤씨바이오,290650,01181515
쎄트렉아이,099320,00449254
원림,005820,00143794
모나미,005360,00121288
세경하이테크,148150,00913689
네이처셀,007390,00117276
자이글,234920,01020524
일성건설,013360,00146232
루트락,253610,01262023
케이비제18호스팩,323940,01371312
천지산업,001490,00151447
비올,335890,01406618
일양약품,007570,00146454
팜스코,036580,00260408
NICE,034310,00158316
서주산업개발,016140,00131328
디에이피,066900,00303192
한일사료,005860,00162911
SG,255220,00963976
한솔케미칼,014680,00140955
오스테오닉,226400,01082348
에코마케팅,230360,01029394
디지틀조선,033130,00231442
신라섬유,001000,00135999
큐에스아이,066310,00411446
앱코,129890,01207716
태양기계,116100,00442631
명성티엔에스,257370,01144569
유니테크노,241690,00531865
세화피앤씨,252500,01169267
비덴트,121800,00693651
일성신약,003120,00146214
하나머티리얼즈,166090,00660750
포스코강판,058430,00155258
지엔코,065060,00258102
옵티팜,153710,00971726
신세계인터내셔날,031430,00234412
유비쿼스홀딩스,078070,00411385
흥국,010240,00167031
미창석유공업,003650,00122056
미래에셋대우스팩3호,328380,01390399
범양건영,002410,00122694
대한제분,001130,00113243
에쎈테크,043340,00203209
덱스터,206560,01021949
경남기업,000800,00101257
덴티스,261200,01187494
JW생명과학,234080,00225706
에이스토리,241840,00975290
시큐센,232830,01113499
보광산업,225530,00568461
에스케이커뮤니케이션즈,066270,00361725
알바이오,003190,00112004
이엔에프테크놀로지,102710,00530185
인텔리안테크,189300,00664181
원익IPS,240810,01135941
비피도,238200,01109070
대림비앤코,005750,00109754
유니트론텍,142210,00879020
서원,021050,00131197
잘만테크,090120,00491336
천랩,311690,01071041
씨이랩,189330,00991298
미래컴퍼니,049950,00447760
랩지노믹스,084650,00545114
넥스피안,079560,00481223
티웨이항공,091810,00671376
에이팩트,200470,00667425
유수홀딩스,000700,00163691
쎌바이오텍,049960,00357430
조은저축은행,031920,00136095
에스피시스템스,317830,00624749
삼목에스폼,018310,00125646
신세계톰보이,012580,00132488
씨티케이코스메틱스,260930,01144028
호전실업,111110,00226316
JW홀딩스,096760,00632304
맥스로텍,141070,00678096
옵트론텍,082210,00327396
유바이오로직스,206650,00927558
디티알오토모티브,007340,00116949
한신기계공업,011700,00162072
아진산업,013310,00139083
에이아이비트,039230,00295370
SNT중공업,003570,00134477
내츄럴엔도텍,168330,00923792
SNT모티브,064960,00398792
SNT에너지,100840,00648721
SK디앤디,210980,00508344
보성파워텍,006910,00267881
한진,002320,00163512
싸이토젠,217330,01046391
서울도시가스,017390,00130684
엘피케이로보틱스,183350,00989327
대주이엔티,114920,00414540
셀레믹스,331920,01114586
제일기획,030000,00148276
진로발효,018120,00170877
유니포인트,121060,00445869
모두투어리츠,204210,01035289
피에스엠씨,024850,00155586
동부건설,005960,00115612
테라텍,151750,00665630
한국미라클피플사,331660,01363924
롯데푸드,002270,00120508
이엔코퍼레이션,066980,00389998
롯데칠성음료,005300,00120571
알리코제약,260660,00447007
한신공영,004960,00162063
석경에이티,357550,00921916
릭스솔루션,029480,00186452
대성에너지,117580,00787376
원방테크,053080,00304076
코오롱인더,120110,00795135
현우산업,092300,00367455
라온시큐어,042510,00255433
이노메트리,302430,01258710
제이티,089790,00365457
에치에프알,230240,01108442
엄지하우스,224810,00607797
시그넷이브이,260870,01188730
미투온,201490,00965813
스튜디오드래곤,253450,01168684
서연탑메탈,019770,00153278
까스텔바작,308100,01181807
케이비캐피탈,021960,00161408
나라소프트,288490,01267550
빅솔론,093190,00478900
롯데케미칼,011170,00165413
롯데제과,280360,01258507
제이씨케미칼,137950,00664853
고려시멘트,198440,01032583
슈프리마,236200,01124653
제노코,361390,01014718
라이트론,069540,00367482
우리바이오,082850,00369107
스페이스솔루션,245030,00664288
메가스터디,072870,00422284
해태제과식품,101530,00428321
에스엠비나,299670,01203507
비나텍,126340,00563518
오상자이엘,053980,00226547
부산산업,011390,00124027
알티캐스트,085810,00364254
신풍제지,002870,00137368
신한제7호스팩,366330,01514528
대원미디어,048910,00351807
쇼박스,086980,00303794
디와이파워,210540,01059605
나이벡,138610,00767628
이스트소프트,047560,00273420
경동도시가스,267290,01208885
DMS,068790,00361594
아바텍,149950,00442048
씨엔티드림,286000,01114559
사조동아원,008040,00137252
제일약품,271980,01236897
현대건설기계,267270,01205842
국제엘렉트릭코리아,053740,00218052
하림,136480,00857727
파티게임즈,194510,00977696
비츠로시스,054220,00201432
라이프시맨틱스,347700,01336762
보해양조,000890,00123541
에스엔유,080000,00455981
후성,093370,00595191
에이플러스에셋,244920,00684802
코렌,078650,00477257
게임빌,063080,00535746
에스디시스템,121890,00604815
스템랩,258540,01109122
우리이앤엘,153490,00815095
듀오백,073190,00407771
한국제8호스팩,310870,01336443
대한약품,023910,00113128
동아,012760,00116806
오션스톤,329020,01388631
효성중공업,298040,01316245
SIMPAC,009160,00138260
경농,002100,00101433
남선알미늄,008350,00107224
농우바이오,054050,00176835
KR모터스,000040,00112378
태웅,044490,00186799
아이에스동서,010780,00115977
두산,000150,00117212
SGC에너지,005090,00125150
케이엘넷,039420,00246620
삼영전자공업,005680,00127200
씨씨에스,066790,00249441
KTH,036030,00260958
SH에너지화학,002360,00136457
CJ ENM,035760,00265324
SK가스,018670,00144164
한솔로지스틱스,009180,00140946
AP위성,211270,00874803
앙츠,267810,01187865
한국투자파트너스,019560,00162081
서호전기,065710,00220622
에이스테크,088800,00556907
신한제6호스팩,333050,01407158
대신밸런스제8호스팩,336570,01407909
싸이맥스,160980,00659161
펩트론,087010,00415868
세우글로벌,013000,00134176
삼양통상,002170,00127042
아이엘사이언스,307180,01326279
하나머스트7호스팩,372290,01513404
모베이스,101330,00498001
우리산업,215360,01077577
인터플렉스,051370,00369170
서린바이오,038070,00373447
오텍,067170,00397289
뉴프렉스,085670,00493510
예스티,122640,00530556
앤씨앤,092600,00537337
제넥신,095700,00545929
갤럭시아머니트리,094480,00587457
디바이스이엔지,187870,00624509
씨유메디칼,115480,00681249
야스,255440,00875307
드림시큐리티,203650,01038693
디딤,217620,01068658
쿠첸,225650,01102095
유에스티,263770,01196313
이상네트웍스,080010,00454399
유티아이,179900,00961774
모비스,250060,01165155
오리온홀딩스,001800,00117577
CS,065770,00303703
삼진엘앤디,054090,00239514
더존비즈온,012510,00172291
유니온커뮤니티,203450,00408266
에스에프에이,056190,00358271
오리엔트바이오,002630,00141626
이매진아시아,036260,00122339
에스퓨얼셀,288620,01257872
솔브레인,357780,01489648
동양건설산업,005900,00117072
베뉴지,019010,00267906
조비,001550,00148948
두산중공업,034020,00159616
광진윈텍,090150,00365624
SK하이닉스,000660,00164779
미래테크놀로지,213090,01015726
윈텍,320000,01359815
유니테스트,086390,00540447
지엠비코리아,013870,00156354
키움제5호스팩,311270,01337220
아이티엠반도체,084850,00579980
제노포커스,187420,00983916
하나기술,299030,00601191
지누스,013890,00150633
상상인증권,001290,00112059
링네트,042500,00352499
노바렉스,194700,00811372
나노씨엠에스,247660,00660459
이씨에스,067010,00400060
뿌리깊은나무들,266170,00990396
신성델타테크,065350,00136226
케이씨더블류,068060,00175650
경창산업,024910,00102353
이엘피,063760,00374020
아이디스,143160,00883980
켐트로스,220260,01089350
아이디피,332370,01213586
세종텔레콤,036630,00268002
오하임아이엔티,309930,01335453
황금에스티,032560,00218575
에스지신성건설,001970,00173661
에스에이티이엔지,158300,00563147
모헨즈,006920,00163318
아모레퍼시픽그룹,002790,00154462
KNN,058400,00208134
유진로봇,056080,00234227
아이에이치큐,003560,00154426
에이블씨엔씨,078520,00400857
프레스티지바이오파마,950210,01510489
녹십자랩셀,144510,01010642
유진테크,084370,00531014
브랜드엑스코퍼레이션,337930,01391103
대주코레스,008340,00133715
픽셀플러스,087600,00495086
아이스크림에듀,289010,00983934
아스타,246720,01157235
엘앤에프,066970,00398701
삼성에스디에스,018260,00126186
신도리코,029530,00135795
멀티캠퍼스,067280,00425351
한국주철관공업,000970,00159573
SK바이오사이언스,302440,01319899
이엘케이,094190,00379016
팍스넷,038160,00334624
대교,019680,00108913
바이오다인,314930,01117413
대양전기공업,108380,00111193
서울제약,018680,00131018
계양전기,012200,00102618
남광토건,001260,00107066
한국선재,025550,00158015
대영포장,014160,00111458
AJ네트웍스,095570,00365387
메디프론,065650,00391197
녹원씨엔아이,065560,00393469
KTcs,058850,00372882
STX엔진,077970,00480455
제이앤티씨,204270,00447575
덴티움,145720,00526599
인포뱅크,039290,00243757
콜마비앤에이치,200130,01032404
동원개발,013120,00117966
에이치엘비제약,047920,00336817
메디쎄이,200580,01018617
세이브존I&C,067830,00422895
지성이씨에스,138290,00890388
에이프로,262260,00604268
네오오토,212560,00876865
호텔신라,008770,00165680
플레이디,237820,00862853
프리젠,060910,00353230
씨앗,103660,00762377
삼호개발,010960,00128980
진양산업,003780,00150439
파라다이스,034230,00171265
대원강업,000430,00111847
한국팩키지,037230,00198192
해성산업,034810,00219361
세아제강지주,003030,00124197
F&F,007700,00126487
한국경제TV,039340,00263371
삼양홀딩스,000070,00126937
엑사이엔씨,054940,00360577
삼진제약,005500,00128412
탑엔지니어링,065130,00366845
삼화페인트공업,000390,00129387
KG모빌리언스,046440,00405278
신대양제지,016590,00135777
누리플랜,069140,00410997
신라교역,004970,00135962
이지케어텍,099750,00490090
오뚜기,007310,00141529
플랜티넷,075130,00490179
일동홀딩스,000230,00146083
에이테크솔루션,071670,00384887
셀리버리,268600,01182444
우주일렉트로,065680,00390903
아남전자,008700,00138516
룽투코리아,060240,00373571
락앤락,115390,00561866
이라이콤,041520,00137289
대보마그네틱,290670,01259418
한미글로벌,053690,00413523
SGA클라우드서비스,224880,01137897
동아지질,028100,00178754
센트랄모텍,308170,00450010
이루다,164060,01142400
코셋,189350,00965062
코아스템,166480,00989664
다이노나,086080,00364111
크리스에프앤씨,110790,00522007
종근당홀딩스,001630,00149354
청담러닝,096240,00525882
진흥기업,002780,00150828
로보스타,090360,00536523
코스맥스엔비티,222040,00656289
태광산업,003240,00153393
장원테크,174880,00659684
풍산홀딩스,005810,00155531
코스메카코리아,241710,00763473
한국프랜지공업,010100,00160418
나무가,190510,00819374
퍼시스,016800,00161709
에이치엔티,176440,00872452
한올바이오파마,009420,00162586
필옵틱스,161580,00938721
E1,017940,00165583
오션브릿지,241790,01113754
코스맥스비티아이,044820,00219574
잉글우드랩,950140,01165739
HDC현대EP,089470,00357935
한화플러스제1호스팩,340440,01416572
CJ대한통운,000120,00113410
비츠로테크,042370,00103644
동아쏘시오홀딩스,000640,00116824
대양제지,006580,00111227
명문제약,017180,00121039
CJ프레시웨이,051500,00127954
에쓰씨엔지니어링,023960,00121969
서한,011370,00131504
에코플라스틱,038110,00139153
코오롱,002020,00152862
한탑,002680,00140566
한화,000880,00160588
이화전기,024810,00145738
국동,005320,00168331
피제이전자,006140,00155735
CJ CGV,079160,00303873
시그네틱스,033170,00158219
교촌에프앤비,339770,00453284
동국산업,005160,00172680
진도,088790,00557933
리더스코스메틱,016100,00180263
미원홀딩스,107590,00706715
미래엔에듀파트너,208890,00876209
일동제약,249420,01168383
엔터미디어,068420,00407975
신일제약,012790,00137058
알보젠코리아,002250,00105244
한창제지,009460,00163761
대화제약,067080,00210740
태림페이퍼,019300,00118460
풍림산업,001310,00155498
명신산업,009900,00173078
제일제강,023440,00148531
도화엔지니어링,002150,00114552
KG동부제철,016380,00115676
이엠텍,091120,00541163
삼성중공업,010140,00126478
테크트랜스,258050,01246742
한국쉘석유,002960,00158149
셀리드,299660,01235296
소프트캠프,258790,01182408
에스에프씨,112240,00450339
옵티시스,109080,00660291
이엔드디,101360,00619640
가온미디어,078890,00441304
에스앤에스텍,101490,00411048
에스엔피제네틱스,086460,00548519
트루윈,105550,00766106
효성,004800,00117188
렌딩머신,179720,00978075
풀무원,017810,00155355
삼일제약,000520,00128032
유한양행,000100,00145109
삼성물산,028260,00149655
LG유플러스,032640,00231363
대한유화,006650,00260383
만도,204320,01042775
피엔아이컴퍼니,242350,00990563
엔에스엠,238170,01011872
제이알글로벌리츠,348950,01415892
우진아이엔에스,010400,00143262
한국공항,005430,00156691
씨엠에스에듀,225330,00914040
제네시스디벨롭먼트홀딩스,053320,00350738
에이에프더블류,312610,01223219
전우정밀,120780,00673301
삼원강재,023000,00191588
DL,000210,00109693
현대오토에버,307950,00362441
LF,093050,00593032
CJ제일제당,097950,00635134
패션플랫폼,225590,01101041
한송네오텍,226440,01101722
비즈니스온,138580,01014657
틸론,217880,00976615
조선내화,000480,00148984
성지건설,005980,00133238
삼아알미늄,006110,00126779
흥구석유,024060,00167004
제일테크노스,038010,00148595
성우전자,081580,00364306
잇츠한불,226320,00911955
코스맥스,192820,01009789
서연이화,200880,01036446
마크로젠,038290,00261373
동일산업,004890,00172936
휴젤,145020,00888347
한국9호스팩,368770,01513440
CMG제약,058820,00380429
동양파일,228340,00993931
우리로,046970,00296005
경동나비엔,009450,00101488
삼양식품,003230,00126955
THE E&M,089230,00519252
우리금융캐피탈,033660,00209443
고려제약,014570,00103015
삼일씨엔에스,004440,00109806
셰프라인,012250,00142591
유안타제8호스팩,367480,01504910
휴맥스,115160,00787057
테이팩스,055490,00256955
아세아시멘트,183190,00990165
삼강엠앤티,100090,00480367
탑선,180060,00874937
감성코퍼레이션,036620,00261009
EMB,278990,01117246
폴라리스오피스,041020,00269852
유앤아이,056090,00346610
아이엠텍,226350,00809517
레몬,294140,01011395
네오리진,094860,00599106
진원생명과학,011000,00118521
연이비앤티,090740,00495554
피앤씨테크,237750,00525864
롯데쇼핑,023530,00120526
뷰웍스,100120,00609324
센트럴인사이트,012600,00151863
SK,034730,00181712
쿠콘,294570,01311055
로보쓰리,238500,01118643
용평리조트,070960,00365989
에스케이바이오팜,326030,00878696
에스아이리소스,065420,00120906
코리아에셋투자증권,190650,00304915
신영증권,001720,00136721
부산은행,005280,00124106
이디티,215090,01063884
동원F&B,049770,00340917
이노와이즈,086250,00166333
우리기술투자,041190,00231664
광전자,017900,00152729
신라젠,215600,00919966
KH 일렉트론,111870,00125965
블루탑,191600,00611286
이즈미디어,181340,00861720
바이오로그디바이스,208710,01047707
제이엘케이,322510,01153293
시스웍,269620,01188378
이베스트이안스팩1호,323210,01366365
이베스트스팩5호,349720,01436336
세틀뱅크,234340,00763701
동원금속,018500,00118008
엔에스엔,031860,00180865
케어젠,214370,00549891
수산중공업,017550,00135111
엠로,058970,00396925
롯데손해보험,000400,00113562
삼보산업,009620,00125822
에코마이스터,064510,00127699
일진머티리얼즈,020150,00113997
모베이스전자,012860,00137234
에스엘,005850,00125521
한국알콜,017890,00158565
코너스톤네트웍스,033110,00194275
아시아나항공,020560,00138792
경동인베스트,012320,00143527
UCI,038340,00215976
제일연마,001560,00148461
티씨케이,064760,00245472
SGA,049470,00351579
하이트론씨스템즈,019490,00156150
COWON,056000,00361266
한국내화,010040,00160205
넥스트사이언스,003580,00169048
새론오토모티브,075180,00305668
신세계I&C,035510,00219486
넥스턴바이오,089140,00416414
강남제비스코,000860,00100939
아센디오,012170,00145437
코윈테크,282880,01211232
이삭엔지니어링,351330,01135640
해성티피씨,059270,00453442
깨끗한나라,004540,00113492
SK디스커버리,006120,00131832
SBS콘텐츠허브,046140,00280688
가온전선,000500,00104768
남해화학,025860,00107987
현대바이오랜드,052260,00347062
싸이버원,356890,01293953
프레스티지바이오로직스,334970,01258428
이크레더블,092130,00634728
디지탈옵틱,106520,00536329
대유플러스,000300,00126089
팬젠,222110,00962922
아시아나IDT,267850,00458234
컴투스,078340,00476498
KEC,092220,00589127
서울바이오시스,092190,00488402
에어부산,298690,00651901
제이스텍,090470,00493185
에스와이,109610,00535481
관악산업,076340,00321204
모바일리더,100030,00641171
바이오프로테크,199290,00669450
엔시트론,101400,00641393
미애부,225850,00866594
래몽래인,200350,00990819
에이디테크놀로지,200710,00657002
스킨앤스킨,159910,00896753
엠앤씨생명과학,225860,01116274
퓨전,195440,01113949
나무기술,242040,01136348
EDGC,245620,01182550
NHN벅스,104200,00645089
젠큐릭스,229000,01051472
블러썸엠앤씨,263920,01185566
미래SCI,028040,00111865
SBI인베스트먼트,019550,00156910
샘코,263540,00971090
스포츠서울,039670,00298687
포스코,005490,00155319
화승코퍼레이션,013520,00166272
데이터스트림즈,199150,00553025
웅진씽크빅,095720,00628189
포스코엠텍,009520,00128111
동화약품,000020,00119195
레드로버,060300,00364795
네오이뮨텍,950220,01511558
TS트릴리온,317240,01353024
에이스침대,003800,00140052
나인테크,267320,01208849
베스파,299910,01259056
대성홀딩스,016710,00108940
이베스트투자증권,078020,00330424
IBKS제15호스팩,373200,01514698
유일에너테크,340930,01368637
대한항공,003490,00113526
퓨쳐켐,220100,01053540
현대무벡스,319400,01358463
주노콜렉션,221670,01076550
케이씨티시,009070,00103042
프리시젼바이오,335810,01137295
전방,000950,00147222
세원이앤씨,091090,00585219
광주신세계,037710,00220561
엔에프씨,265740,01217829
LIG넥스원,079550,00503668
SK머티리얼즈,036490,00110051
와이더플래닛,321820,01116502
자안코스메틱,219550,01089378
에이치디,102210,00299358
한국아트라스비엑스,023890,00159290
지티지웰니스,219750,01031229
현대에너지솔루션,322000,01199550
드림텍,192650,00415646
동일제강,002690,00118451
율촌화학,008730,00145260
SG글로벌,001380,00152039
블루베리 NFT,044480,00173449
한프,066110,00226228
동성케미컬,102260,00679314
케이엠더블유,032500,00226352
동성화학,005190,00116356
삼표시멘트,038500,00239639
루멘스,038060,00406329
투비소프트,079970,00596260
폴라리스웍스,123010,00615723
원익피앤이,131390,00785475
대창단조,015230,00112679
씨앤에스자산관리,032040,00173731
대한방직,001070,00112970
원익큐브,014190,00128175
인바이츠바이오코아,216400,00537221
골드앤에스,035290,00249502
현대이지웰,090850,00656951
KH E&T,226360,01097906
골프존데카,183410,00764807
계룡건설산업,013580,00102432
뉴아세아조인트,013340,00138695
피엔케이피부임상연구센타,347740,01290381
광림,014200,00103635
사조산업,007160,00124799
현대사료,016790,00164618
코맥스,036690,00268118
MP그룹,065150,00390860
바이브컴퍼니,301300,00403793
하이로닉,149980,00977641
수젠텍,253840,01063954
금호석유화학,011780,00106368
센트럴바이오,051980,00347716
케이비제19호스팩,330990,01393299
쌍용씨앤이,003410,00138224
현대코퍼레이션,011760,00164812
삼성SDI,006400,00126362
이노인스트루먼트,215790,01065679
한국테크놀로지,053590,00355548
툴코리아,110660,00555740
파세코,037070,00238153
오리엔트정공,065500,00300405
동서,026960,00144395
메리츠화재,000060,00117744
메리츠금융지주,138040,00860332
한일시멘트,300720,01319808
한일홀딩스,003300,00162993
코데즈컴바인,047770,00329093
형지I&C,011080,00142713
에스케이브로드밴드,033630,00243988
미래에셋증권,006800,00111722
현대에버다임,041440,00228536
피에이치씨,057880,00410739
자안바이오,221610,00493431
맘스터치,220630,01089855
DRB동일,004840,00118266
팜젠사이언스,004720,00135050
KTis,058860,00372873
일신석재,007110,00146296
디엔에프,092070,00569691
TYM,002900,00117230
피에이치에이,043370,00155151
수성이노베이션,084180,00243979
SUN&L,002820,00132211
와이어블,065530,00250137
에스피엠씨,074000,00447982
한국애보트진단,066930,00317089
DL이앤씨,375500,01524093
미코바이오메드,214610,01049167
자이언트스텝,289220,01264438
에이치엘비,028300,00199252
비디아이,148140,00610490
NH투자증권,005940,00120182
툴젠,199800,00547510
휴먼엔,032860,00205687
DL건설,001880,00128971
강원랜드,035250,00255619
초록뱀미디어,047820,00299464
알체라,347860,01405451
유진스팩6호,373340,01514519
LG생활건강,051900,00356370
클리노믹스,352770,01201970
기아,000270,00106641
대호특수강,021040,00166175
동원수산,030720,00118044
한양이엔지,045100,00216762
유양디앤유,011690,00144720
셀루메드,049180,00310156
엔시스,333620,01310773
아이피몬스터,223220,01060735
현대에이치티,039010,00255044
초록뱀컴퍼니,052300,00349811
위메이드맥스,101730,00643656
하이브,352820,01204056
현대중공업지주,267250,01205709
RF머트리얼즈,327260,01343665
포스코플랜텍,051310,00181934
청보산업,013720,00151605
금호건설,002990,00106313
한국앤컴퍼니,000240,00160047
ES큐브,050120,00175623
LS전선아시아,229640,01093007
코디,080530,00308559
구스앤홈,329050,01337114
일정실업,008500,00146542
KC산업,112190,00366517
지오씨,135160,00657756
하나은행,004940,00158909
롯데정밀화학,004000,00157681
진양홀딩스,100250,00646732
삼화전기,009470,00129271
에이프로젠 KIC,007460,00152385
쌍용자동차,003620,00138242
티엘비,356860,00920379
삼보오토,070080,00430089
대동,000490,00109286
메이슨캐피탈,021880,00136101
KH 필룩스,033180,00193009
고려아연,010130,00102858
대한광통신,010170,00113261
와이지-원,019210,00139719
현대위아,011210,00106623
제이씨현시스템,033320,00223513
미래에셋생명,085620,00112332
교보증권,030610,00113359
한일현대시멘트,006390,00164672
한컴MDS,086960,00445841
현대자동차,005380,00164742
한솔인티큐브,070590,00470829
현대모비스,012330,00164788
모다이노칩,080420,00480048
알파홀딩스,117670,00605124
SK렌터카,068400,00201450
녹십자웰빙,234690,01135057
SNT홀딩스,036530,00225159
썬테크,217320,00963000
이마트에브리데이,010090,00164308
월덱스,101160,00580065
케이씨텍,281820,01261893
에스원,012750,00158501
